Coding System,CVX Code,NZVX Code,GP Code,CVX Short Description,vaccine status,VG_Name,Sequence RXA-2,Indication RXA-19 ,Uncertain formulation CVX,ScheduleCode,Name,Simple Description,Detailed Description,Common Responses,Rare Responses,More Information,,,,
CVX,127,,,Novel influenza-H1N1-09,Inactive,H1N1 flu,,,128,,,,,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
CVX,128,,,"Novel Influenza-H1N1-09, all formulations",Inactive,H1N1 flu,,,128,,,,,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
CVX,125,,,"Novel Influenza-H1N1-09, nasal",Inactive,H1N1 flu,,,128,,,,,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
CVX,126,,,"Novel influenza-H1N1-09, preservative-free",Inactive,H1N1 flu,,,128,,,,,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
CVX,2,,,OPV,Inactive,POLIO,,,89,,Polio,Protects against polio.,"IPOL is a vaccine used to prevent poliomyelitis ('polio'). IPOL works by helping the body to make its own protection against
polio. After receiving all 3 doses (Primary immunisation) of IPOL, the body will make antibodies. These antibodies help the body to recognise the poliovirus and prevent infection.
To be protected, you or your child must be given all doses of IPOL as recommended. Most people will produce antibodies
against polio. However, as with all vaccines, 100% protection cannot be guaranteed. The vaccine will not give you, or
your child, polio. The chance of a severe reaction to IPOL is very small, but the risks of not being vaccinated against polio
may be very serious.","Mild pain, redness and swelling around injection site
Irritability, restlessness
Sleepiness
Changed feeding behaviour in infants","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/ipol,,,,
GP Codes,,,OPV-1 6w (old),OPV-1 6w (old),,,,,,,Polio,Protects against polio.,"IPOL is a vaccine used to prevent poliomyelitis ('polio'). IPOL works by helping the body to make its own protection against
polio. After receiving all 3 doses (Primary immunisation) of IPOL, the body will make antibodies. These antibodies help the body to recognise the poliovirus and prevent infection.
To be protected, you or your child must be given all doses of IPOL as recommended. Most people will produce antibodies
against polio. However, as with all vaccines, 100% protection cannot be guaranteed. The vaccine will not give you, or
your child, polio. The chance of a severe reaction to IPOL is very small, but the risks of not being vaccinated against polio
may be very serious.","Mild pain, redness and swelling around injection site
Irritability, restlessness
Sleepiness
Changed feeding behaviour in infants","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/ipol,,,,
GP Codes,,,OPV-2 3m (old),OPV-2 3m (old),,,,,,,Polio,Protects against polio.,"IPOL is a vaccine used to prevent poliomyelitis ('polio'). IPOL works by helping the body to make its own protection against
polio. After receiving all 3 doses (Primary immunisation) of IPOL, the body will make antibodies. These antibodies help the body to recognise the poliovirus and prevent infection.
To be protected, you or your child must be given all doses of IPOL as recommended. Most people will produce antibodies
against polio. However, as with all vaccines, 100% protection cannot be guaranteed. The vaccine will not give you, or
your child, polio. The chance of a severe reaction to IPOL is very small, but the risks of not being vaccinated against polio
may be very serious.","Mild pain, redness and swelling around injection site
Irritability, restlessness
Sleepiness
Changed feeding behaviour in infants","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/ipol,,,,
GP Codes,,,OPV-3 5m (old),OPV-3 5m (old),,,,,,,Polio,Protects against polio.,"IPOL is a vaccine used to prevent poliomyelitis ('polio'). IPOL works by helping the body to make its own protection against
polio. After receiving all 3 doses (Primary immunisation) of IPOL, the body will make antibodies. These antibodies help the body to recognise the poliovirus and prevent infection.
To be protected, you or your child must be given all doses of IPOL as recommended. Most people will produce antibodies
against polio. However, as with all vaccines, 100% protection cannot be guaranteed. The vaccine will not give you, or
your child, polio. The chance of a severe reaction to IPOL is very small, but the risks of not being vaccinated against polio
may be very serious.","Mild pain, redness and swelling around injection site
Irritability, restlessness
Sleepiness
Changed feeding behaviour in infants","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/ipol,,,,
GP Codes,,,OPV-4 4y (old),OPV-4 4y (old),,,,,,,Polio,Protects against polio.,"IPOL is a vaccine used to prevent poliomyelitis ('polio'). IPOL works by helping the body to make its own protection against
polio. After receiving all 3 doses (Primary immunisation) of IPOL, the body will make antibodies. These antibodies help the body to recognise the poliovirus and prevent infection.
To be protected, you or your child must be given all doses of IPOL as recommended. Most people will produce antibodies
against polio. However, as with all vaccines, 100% protection cannot be guaranteed. The vaccine will not give you, or
your child, polio. The chance of a severe reaction to IPOL is very small, but the risks of not being vaccinated against polio
may be very serious.","Mild pain, redness and swelling around injection site
Irritability, restlessness
Sleepiness
Changed feeding behaviour in infants","
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/ipol,,,,
GP Codes,ConsegnaTest,,OTHER INJECTIONS,OTHER INJECTIONS,,,,,,,,,,,,,,,,
CVX,177,,,PCV10,Non-US,PneumoPCV,,,152,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
NZVX ,,260209,,PCV10 ,,,1 to 99 ,6W ,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
NZVX ,,260209,,PCV10 ,,,1 to 99 ,3M ,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
NZVX ,,260209,,PCV10 ,,,1 to 99 ,5M ,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
NZVX ,,260209,,PCV10 ,,,1 to 99 ,15M ,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
NZVX ,,260209,,PCV10 ,,,1 to 4 ,5,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
NZVX ,,260209,,PCV10 ,,,1 to 9 ,6,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
NZVX ,,260209,,PCV10 ,,,1 to 4 ,12,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
NZVX ,,260209,,PCV10 ,,,1,13,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
NZVX ,,260209,,PCV10 ,,,1 to 2 ,14,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
NZVX ,,260209,,PCV10 ,,,1 to 99 ,21,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
CVX,133,,,PCV13 ,,,1 to 99 ,6W ,,,Pnuemonia - 13 Types,Protects against pneumococcal disease caused by 13 types of Streptococcus pneumoniae.,"Active immunisation for the prevention of pneumococcal disease caused by Streptococcus
pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F in adults and
children aged more than 6 weeks of age.
The use of Prevenar 13 should be guided by official recommendations.","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/prevenar-13,,,,
CVX,133,,,PCV13 ,,,1 to 99 ,3M ,,,Pnuemonia - 13 Types,Protects against pneumococcal disease caused by 13 types of Streptococcus pneumoniae.,"Active immunisation for the prevention of pneumococcal disease caused by Streptococcus
pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F in adults and
children aged more than 6 weeks of age.
The use of Prevenar 13 should be guided by official recommendations.","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/prevenar-13,,,,
CVX,133,,,PCV13 ,,,1 to 99 ,5M ,,,Pnuemonia - 13 Types,Protects against pneumococcal disease caused by 13 types of Streptococcus pneumoniae.,"Active immunisation for the prevention of pneumococcal disease caused by Streptococcus
pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F in adults and
children aged more than 6 weeks of age.
The use of Prevenar 13 should be guided by official recommendations.","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/prevenar-13,,,,
CVX,133,,,PCV13 ,,,1 to 99 ,15M ,,,Pnuemonia - 13 Types,Protects against pneumococcal disease caused by 13 types of Streptococcus pneumoniae.,"Active immunisation for the prevention of pneumococcal disease caused by Streptococcus
pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F in adults and
children aged more than 6 weeks of age.
The use of Prevenar 13 should be guided by official recommendations.","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/prevenar-13,,,,
CVX,133,,,PCV13 ,,,1 to 4 ,5,,,Pnuemonia - 13 Types,Protects against pneumococcal disease caused by 13 types of Streptococcus pneumoniae.,"Active immunisation for the prevention of pneumococcal disease caused by Streptococcus
pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F in adults and
children aged more than 6 weeks of age.
The use of Prevenar 13 should be guided by official recommendations.","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/prevenar-13,,,,
CVX,133,,,PCV13 ,,,1 to 9 ,6,,,Pnuemonia - 13 Types,Protects against pneumococcal disease caused by 13 types of Streptococcus pneumoniae.,"Active immunisation for the prevention of pneumococcal disease caused by Streptococcus
pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F in adults and
children aged more than 6 weeks of age.
The use of Prevenar 13 should be guided by official recommendations.","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/prevenar-13,,,,
CVX,133,,,PCV13 ,,,1 to 4 ,11,,,Pnuemonia - 13 Types,Protects against pneumococcal disease caused by 13 types of Streptococcus pneumoniae.,"Active immunisation for the prevention of pneumococcal disease caused by Streptococcus
pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F in adults and
children aged more than 6 weeks of age.
The use of Prevenar 13 should be guided by official recommendations.","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/prevenar-13,,,,
CVX,133,,,PCV13 ,,,1 to 4 ,12,,,Pnuemonia - 13 Types,Protects against pneumococcal disease caused by 13 types of Streptococcus pneumoniae.,"Active immunisation for the prevention of pneumococcal disease caused by Streptococcus
pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F in adults and
children aged more than 6 weeks of age.
The use of Prevenar 13 should be guided by official recommendations.","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/prevenar-13,,,,
CVX,133,,,PCV13 ,,,1,13,,,Pnuemonia - 13 Types,Protects against pneumococcal disease caused by 13 types of Streptococcus pneumoniae.,"Active immunisation for the prevention of pneumococcal disease caused by Streptococcus
pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F in adults and
children aged more than 6 weeks of age.
The use of Prevenar 13 should be guided by official recommendations.","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/prevenar-13,,,,
CVX,133,,,PCV13 ,,,1 to 2 ,14,,,Pnuemonia - 13 Types,Protects against pneumococcal disease caused by 13 types of Streptococcus pneumoniae.,"Active immunisation for the prevention of pneumococcal disease caused by Streptococcus
pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F in adults and
children aged more than 6 weeks of age.
The use of Prevenar 13 should be guided by official recommendations.","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/prevenar-13,,,,
CVX,133,,,PCV13 ,,,1 to 99 ,21,,,Pnuemonia - 13 Types,Protects against pneumococcal disease caused by 13 types of Streptococcus pneumoniae.,"Active immunisation for the prevention of pneumococcal disease caused by Streptococcus
pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F in adults and
children aged more than 6 weeks of age.
The use of Prevenar 13 should be guided by official recommendations.","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/prevenar-13,,,,
CVX,133,,,PCV13 ,,,1 to 99 ,Stn ,,,Pnuemonia - 13 Types,Protects against pneumococcal disease caused by 13 types of Streptococcus pneumoniae.,"Active immunisation for the prevention of pneumococcal disease caused by Streptococcus
pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F in adults and
children aged more than 6 weeks of age.
The use of Prevenar 13 should be guided by official recommendations.","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/prevenar-13,,,,
GP Codes,,,Pethidine,Pethidine,,,,,,,,,,,,,,,,
CVX,23,,,plague,Inactive,Plague,,,23,,,,,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
GP Codes,ConsegnaTest,,"Pneum, conj 10, 15","Pneum, conj 10, 15",,,,,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
GP Codes,,,"Pneum, conj 10, 15m","Pneum, conj 10, 15m",,,,,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
